strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/SouthAfrica/NICD-N39066/2022	betacoronavirus	EPI_ISL_12307606	?	2022-03-28	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	31	Male	?	BA.4	GRA	VERMAAK	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39067/2022	betacoronavirus	EPI_ISL_12307607	?	2022-04-01	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	66	Male	?	BA.4	GRA	VERMAAK	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39068/2022	betacoronavirus	EPI_ISL_12307608	?	2022-03-28	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29717	Human	46	Female	?	BA.4	GRA	VERMAAK	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39080/2022	betacoronavirus	EPI_ISL_12307616	?	2022-03-28	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	32	Male	?	BA.4	GRA	VERMAAK	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39083/2022	betacoronavirus	EPI_ISL_12307617	?	2022-04-01	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29594	Human	82	Female	?	BA.4	GRA	VERMAAK	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39084/2022	betacoronavirus	EPI_ISL_12307618	?	2022-04-01	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	23	Female	?	BA.4	GRA	VERMAAK	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39087/2022	betacoronavirus	EPI_ISL_12307620	?	2022-03-28	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29425	Human	53	Male	?	BA.4	GRA	VERMAAK	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39093/2022	betacoronavirus	EPI_ISL_12307624	?	2022-04-03	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29702	Human	60	Female	?	BA.4	GRA	VERMAAK	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39100/2022	betacoronavirus	EPI_ISL_12307626	?	2022-04-03	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	31	Male	?	BA.4	GRA	VERMAAK	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39103/2022	betacoronavirus	EPI_ISL_12307627	?	2022-04-02	Africa	South Africa	Limpopo		Africa	South Africa	Limpopo	genome	29708	Human	24	Female	?	BA.4	GRA	VERMAAK	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39107/2022	betacoronavirus	EPI_ISL_12307628	?	2022-04-03	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29694	Human	30	Male	?	BA.4	GRA	VERMAAK	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39111/2022	betacoronavirus	EPI_ISL_12307630	?	2022-04-03	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	52	Male	?	BA.4	GRA	VERMAAK	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39113/2022	betacoronavirus	EPI_ISL_12307631	?	2022-04-03	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	30	Female	?	BA.4	GRA	VERMAAK	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39123/2022	betacoronavirus	EPI_ISL_12307633	?	2022-03-30	Africa	South Africa	Mpumalanga		Africa	South Africa	Mpumalanga	genome	29708	Human	24	Female	?	BA.4	GRA	VERMAAK	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39129/2022	betacoronavirus	EPI_ISL_12307634	?	2022-04-02	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29707	Human	32	Male	?	BA.4	GRA	VERMAAK	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39131/2022	betacoronavirus	EPI_ISL_12307635	?	2022-04-05	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	30	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39140/2022	betacoronavirus	EPI_ISL_12307640	?	2022-04-08	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	26	Male	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39142/2022	betacoronavirus	EPI_ISL_12307641	?	2022-04-06	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	75	Male	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39143/2022	betacoronavirus	EPI_ISL_12307642	?	2022-04-07	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	57	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39144/2022	betacoronavirus	EPI_ISL_12307643	?	2022-04-08	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	32	Male	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39146/2022	betacoronavirus	EPI_ISL_12307645	?	2022-04-06	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	38	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39151/2022	betacoronavirus	EPI_ISL_12307648	?	2022-04-08	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29639	Human	7	Male	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39156/2022	betacoronavirus	EPI_ISL_12307651	?	2022-04-08	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	13	Male	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39158/2022	betacoronavirus	EPI_ISL_12307653	?	2022-04-08	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	0	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39167/2022	betacoronavirus	EPI_ISL_12307658	?	2022-04-08	Africa	South Africa	Limpopo		Africa	South Africa	Limpopo	genome	29708	Human	60	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39169/2022	betacoronavirus	EPI_ISL_12307660	?	2022-04-05	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	26	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39172/2022	betacoronavirus	EPI_ISL_12307663	?	2022-04-06	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	45	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39173/2022	betacoronavirus	EPI_ISL_12307664	?	2022-04-06	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	34	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39174/2022	betacoronavirus	EPI_ISL_12307665	?	2022-04-07	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29717	Human	37	Male	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39179/2022	betacoronavirus	EPI_ISL_12307670	?	2022-04-07	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	49	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39182/2022	betacoronavirus	EPI_ISL_12307673	?	2022-04-08	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	74	U	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39183/2022	betacoronavirus	EPI_ISL_12307674	?	2022-04-07	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	39	Male	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39184/2022	betacoronavirus	EPI_ISL_12307675	?	2022-04-06	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	34	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39189/2022	betacoronavirus	EPI_ISL_12307680	?	2022-04-06	Africa	South Africa	Limpopo		Africa	South Africa	Limpopo	genome	29708	Human	43	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39330/2022	betacoronavirus	EPI_ISL_12307683	?	2022-04-06	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	16	Male	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39334/2022	betacoronavirus	EPI_ISL_12307686	?	2022-04-06	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29432	Human	31	Male	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39335/2022	betacoronavirus	EPI_ISL_12307687	?	2022-04-06	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29141	Human	21	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39338/2022	betacoronavirus	EPI_ISL_12307690	?	2022-04-06	Africa	South Africa	Mpumalanga		Africa	South Africa	Mpumalanga	genome	29708	Human	33	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39347/2022	betacoronavirus	EPI_ISL_12307694	?	2022-04-06	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	27	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39351/2022	betacoronavirus	EPI_ISL_12307696	?	2022-04-10	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	63	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39353/2022	betacoronavirus	EPI_ISL_12307698	?	2022-04-11	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	18	Male	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39354/2022	betacoronavirus	EPI_ISL_12307699	?	2022-04-12	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	61	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39355/2022	betacoronavirus	EPI_ISL_12307700	?	2022-04-12	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	22	Male	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39359/2022	betacoronavirus	EPI_ISL_12307704	?	2022-04-11	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29705	Human	74	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39360/2022	betacoronavirus	EPI_ISL_12307705	?	2022-04-11	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	12	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39362/2022	betacoronavirus	EPI_ISL_12307706	?	2022-04-11	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	7	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39366/2022	betacoronavirus	EPI_ISL_12307709	?	2022-04-12	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	57	Male	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39374/2022	betacoronavirus	EPI_ISL_12307712	?	2022-04-12	Africa	South Africa	KwaZulu-Natal		Africa	South Africa	KwaZulu-Natal	genome	29708	Human	24	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39376/2022	betacoronavirus	EPI_ISL_12307714	?	2022-04-12	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29702	Human	27	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39380/2022	betacoronavirus	EPI_ISL_12307715	?	2022-04-12	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29624	Human	43	Male	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39381/2022	betacoronavirus	EPI_ISL_12307716	?	2022-04-10	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29708	Human	29	Female	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
hCoV-19/SouthAfrica/NICD-N39384/2022	betacoronavirus	EPI_ISL_12307718	?	2022-04-16	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29425	Human	3	Male	?	BA.4	GRA	AMPATH	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN	https://www.gisaid.org/	?	?	2022-04-26	?
